sector,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,POB0_14,POB15_64,POB65_MAS,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC
N-3.2,32262,16876,15382,1086,545,541,31122,16306,14816,30295,15865,14430,27250,14394,12856,25925,13740,12185,24501,13013,11488,1299,681,616,2572,1231,1341,3095,1507,1588,1325,654,671,1424,727,697,3529,1737,1792,8521,5287,3089,2195,6285,22313,3610,25570,13259,12311,6429,3528,2901,29123,15307,13816,1020,530,490,806,408,398,3,0,0,797,401,396,795,3,786,1481,503,255,246,1900,1007,797,229,454,290,294,3811,1361,2431,176,923,176,728,479,26159,376,211,164,131,65,62,103,34,63,1082,575,507,1308,647,661,44,21,17,327,223,98,464,304,156,1147,704,442,3111,1823,1286,903,442,461,6266,3239,3027,13087,6709,6375,18184,8388,9796,8924,5979,2945,17832,8255,9577,352,129,218,11089,21010,11294,3776,31,99,5290,139,536,125,11261,11673,4209,23607,3217,210,5056,9459,4165,5294,32106,13748,18358,10918,9466,10811,9359,9425,9459,932,520,32106,9402,0,2023,7386,288,786,8335,9403,0,9403,9373,3,9003,8160,9401,0,9405,0,9394,0,9400,6465,27,8718,7609,5639,2552,779,1927,7508,9022,4728,6178,8543,6601,3280,2524,1687,174,347,2405,56
N-3.3,72607,37936,34671,2469,1223,1246,70098,36693,33405,68147,35710,32437,61003,32259,28744,57915,30743,27172,54689,29082,25607,2971,1463,1508,6124,2971,3153,7283,3531,3752,3088,1516,1572,3226,1661,1565,7628,3754,3874,19490,11205,6367,4838,14652,50422,7493,62924,32620,30304,9269,5113,4156,65545,34430,31115,2393,1183,1210,728,385,343,0,0,0,698,369,329,722,0,692,1498,2073,1023,1050,4536,2270,1967,525,986,664,714,10498,3228,7156,545,2232,458,2052,1086,57037,832,378,454,296,144,145,210,91,111,2503,1332,1171,2956,1468,1488,108,38,48,703,485,214,892,585,307,2292,1401,891,6578,3961,2617,2388,1179,1209,13705,6952,6753,30050,15483,14567,40492,18526,21966,20402,13683,6719,39766,18247,21519,726,279,447,22229,50283,28069,8550,83,358,12724,69,1181,327,23657,27488,9826,54532,6592,636,10699,21894,9233,12661,72352,29670,42682,24090,21897,23437,21244,21838,21894,1641,551,72352,21743,57,5238,16584,470,1934,19418,21813,0,21801,21775,15,19787,18998,21763,0,21798,6,21774,0,21741,14170,37,20614,18321,14253,6665,1951,5051,16862,21155,11037,13919,19770,15192,8542,6094,4498,296,781,5619,79
N-3.4,104717,55729,48988,2537,1251,1283,102139,54458,47681,99972,53350,46622,92144,49512,42632,88629,47771,40858,84845,45841,39004,3293,1651,1640,6702,3293,3409,8164,4049,4115,3515,1741,1773,3782,1927,1851,10043,4961,5080,27700,20749,12324,8425,16048,74077,14552,86246,45286,40960,17541,9995,7546,95648,51158,44490,3824,1960,1864,1090,572,496,0,0,0,1076,565,489,1078,0,1064,2116,2178,1099,1066,5200,2618,2084,649,1376,927,943,11985,4196,7196,627,3040,705,2393,1918,86411,753,361,370,329,133,155,193,76,83,3209,1681,1524,5090,2521,2567,68,22,27,683,479,174,864,569,265,2159,1409,724,5936,3756,2178,1685,817,852,12182,6489,5693,62695,32826,29869,60417,28430,31987,31538,20988,10550,59009,27849,31160,1408,573,827,27971,76558,47333,17890,130,621,8537,188,3587,722,36204,40545,15299,78960,8637,625,16231,34153,15192,18961,104661,44277,60384,38574,34157,35335,30918,34084,34153,3099,1314,104661,33956,59,7572,26488,608,2087,31338,34054,0,34052,34014,3,31474,29137,34037,0,34053,0,34037,0,34030,16225,6,33098,29627,25369,17097,2493,6935,27368,33154,23568,26220,31937,28139,19141,14738,8485,370,492,4723,33
N-3.5,125323,65762,59561,3516,1724,1792,121657,63961,57696,118677,62490,56187,107810,57167,50643,103045,54922,48123,98172,52552,45620,4604,2250,2354,9243,4544,4699,11018,5261,5757,4765,2245,2520,4873,2370,2503,12705,6275,6430,32625,22858,13277,9581,22128,87329,15716,107208,55511,51697,17377,9897,7480,114217,60250,53967,4183,2126,2057,986,490,493,0,0,0,976,484,489,981,0,971,2131,2608,1329,1277,7139,3875,2871,883,1657,1309,1245,15007,5422,9175,763,3509,778,3033,1896,102139,1071,528,543,478,228,232,354,153,182,3939,1958,1981,5513,2833,2680,127,40,64,1128,793,331,1428,973,455,3266,2126,1140,9632,5821,3811,2744,1263,1481,20356,10417,9939,62224,32308,29916,68273,30881,37392,39380,26216,13164,66501,30223,36278,1772,658,1114,33449,91676,57776,16324,147,590,15065,377,2492,800,41771,48365,17650,96637,10375,802,17215,37672,16174,21498,125214,51909,73305,41473,37679,39554,35760,37588,37672,3026,768,125214,37460,58,13597,23940,1681,5370,30483,37519,0,37517,37424,8,34564,25275,37468,0,37513,12,37485,0,37462,21242,34,35359,30720,25401,15249,2748,7961,28924,36385,21197,24746,34258,27694,17732,11695,7638,515,1198,8229,77
N-3.6,39568,20924,18644,997,469,528,38546,20442,18104,37719,20015,17704,34787,18608,16179,33423,17895,15528,32012,17224,14788,1268,629,639,2491,1203,1286,3076,1533,1543,1364,711,649,1411,671,740,3978,1971,2007,10528,7680,4502,3178,6120,28102,5321,32307,16763,15544,7053,4069,2984,35945,19088,16857,1656,883,771,498,258,238,0,0,0,495,255,238,496,0,493,1051,2035,1083,952,2432,1243,1013,231,571,352,358,6183,1926,4090,253,1332,222,1122,548,30675,268,134,131,98,46,43,75,24,39,1214,593,621,1911,945,965,25,3,9,267,182,82,358,237,119,962,653,304,2692,1690,1002,697,327,369,5122,2698,2424,22508,11678,10830,22848,10667,12181,11895,7924,3971,22266,10429,11837,582,238,344,11405,28118,18759,5624,52,179,2995,94,879,166,13901,15431,5442,30113,3389,178,5832,12504,5306,7198,39562,15925,23637,14072,12505,13759,12192,12456,12504,1174,393,39562,12415,22,4168,8279,427,1491,10527,12440,0,12434,12413,4,11703,10477,12428,0,12440,0,12421,0,12426,6307,9,11838,10246,8673,5869,804,2265,9567,12100,7895,8685,11558,9745,6040,4399,2674,177,292,2187,22
O-1.1,189704,98322,91382,5541,2763,2777,184139,95546,88593,179876,93434,86442,162601,85142,77459,154723,81277,73446,146486,77203,69283,6581,3237,3344,14957,7167,7790,17971,8779,9192,7878,3865,4013,8237,4074,4163,21035,10257,10778,51253,30171,16959,13212,34957,134544,20179,159574,81917,77657,29433,16068,13364,174793,90926,83867,4692,2338,2354,2041,981,1045,11,3,0,2011,966,1030,2034,11,2004,4802,3938,1957,1979,10400,4977,4642,1267,2525,1767,1757,23895,7468,16170,1309,5234,1244,4336,2808,153873,1951,935,1007,795,349,433,608,282,312,6561,3330,3231,9149,4480,4669,239,99,118,2040,1346,679,2658,1722,928,5584,3367,2216,15711,8875,6836,4497,2016,2478,32049,16369,15680,89208,46141,43067,103037,45739,57298,59289,39292,19997,100802,44905,55897,2233,834,1399,60452,129080,80292,24359,254,1084,20500,228,3478,1082,61214,77678,23628,149200,14274,748,25219,53771,20323,33447,189531,66785,122746,57224,53784,54847,51407,53663,53771,2693,744,189531,53399,242,14134,39528,3022,5948,44680,53645,0,53484,53065,165,44920,35051,53543,14,53607,37,53447,0,53543,28625,103,50149,43939,33769,23630,3846,13703,42358,51819,30171,36177,49297,39246,22697,15197,10266,873,1675,12162,198
O-1.2,116889,61954,54935,2474,1216,1258,114347,60702,53645,112340,59728,52612,104070,55582,48488,100084,53639,46445,95791,51490,44301,3163,1538,1625,7114,3582,3532,8827,4380,4447,3986,1943,2043,4293,2149,2144,11286,5674,5612,30117,24948,14531,10417,16737,82736,17348,100500,52451,48049,15681,9148,6533,109932,58470,51462,2163,1130,1031,1154,651,494,6,3,0,1138,639,490,1153,6,1137,2440,1809,920,886,5637,3078,2272,828,1491,1158,1019,12907,4469,8192,737,3255,837,2413,2052,97142,795,376,415,618,309,292,352,164,173,3493,1778,1715,5453,2722,2731,111,24,45,1076,740,329,1412,949,462,2668,1688,978,7349,4511,2838,2092,1014,1076,15623,8315,7308,67730,35274,32456,65845,30482,35363,38073,25024,13049,64427,29957,34470,1418,525,893,31768,84983,54021,17218,248,689,10490,165,3241,684,41528,46144,16364,90760,8529,405,16971,36928,15905,21023,116626,47502,69124,39700,36946,38791,36037,36850,36928,2298,454,116626,36688,143,10665,26182,1403,3769,31664,36829,4,36820,36762,15,33881,24992,36821,6,36832,6,36793,0,36817,16754,91,35423,31499,27084,19225,3000,9408,29131,35696,24257,27096,33995,28827,19608,13479,7963,596,1006,6505,166
O-1.3,184608,96334,88274,5269,2624,2645,179313,93697,85616,174976,91477,83499,157930,83147,74783,150282,79333,70949,142119,75383,66736,6636,3354,3282,14747,7196,7551,17666,8709,8957,7648,3814,3834,8163,3950,4213,20480,10251,10229,51339,26624,14945,11679,34300,133255,17027,151075,77625,73450,32790,18306,14484,169624,88773,80851,4986,2542,2444,2570,1358,1212,24,14,5,2522,1329,1191,2555,20,2509,6046,3689,1889,1798,9984,4614,4632,1123,2186,1483,1612,23893,7469,15879,1059,5059,1067,4524,3044,149080,1967,1001,962,757,346,390,456,207,211,6724,3303,3421,9306,4727,4579,203,69,92,1937,1310,616,2706,1812,886,5150,3226,1918,13367,7925,5442,3738,1688,2049,31029,15857,15172,89077,45992,43085,102089,46248,55841,55604,36773,18831,99884,45423,54461,2205,824,1376,51270,133232,83702,22449,165,4521,19951,288,3544,922,59065,76919,21906,141762,13872,649,28096,53757,20295,33462,184288,64488,119800,57619,53769,56231,52381,53698,53757,3237,603,184288,53386,285,12656,41033,2371,5467,45845,53667,6,53540,52400,133,41779,33525,53610,32,53656,20,53487,0,53621,27478,88,51090,45369,36231,24733,4306,9678,41766,51947,31771,36908,49917,40950,28174,17302,11759,834,1317,10427,171
O-1.4,92869,48102,44767,2601,1277,1324,90235,46809,43426,88103,45757,42346,79581,41567,38014,75645,39617,36028,71559,37661,33898,3245,1587,1658,7409,3655,3754,9040,4466,4574,3936,1950,1986,4086,1956,2130,10309,5028,5281,25287,14339,8154,6185,17191,65897,9748,77130,39557,37573,15348,8359,6989,85619,44507,41112,2276,1161,1115,2051,960,1091,22,8,11,2007,936,1071,2038,20,1996,4295,2080,1074,1005,5047,2511,2106,624,1140,860,790,11333,3790,7414,603,2565,551,2117,1404,75754,1025,513,508,338,160,171,238,89,136,3270,1620,1650,4306,2089,2217,125,49,64,1134,753,380,1562,1025,537,2972,1825,1147,8191,4597,3594,2247,959,1288,16981,8419,8562,41297,21435,19862,50772,22407,28365,28652,19087,9565,49690,22012,27678,1082,395,687,29729,63065,40204,10308,54,547,11109,118,1181,386,29670,38123,11765,73949,6325,294,12201,25920,9709,16211,92782,32622,60160,27637,25925,26747,25035,25866,25920,1368,342,92782,25716,132,8552,17305,2256,3797,19804,25835,15,25827,25736,16,21997,13875,25798,3,25828,7,25786,0,25789,14683,77,23740,20302,15974,10480,1896,6510,20230,24856,13700,16754,23553,18136,10088,6600,4441,527,879,6661,118
O-1.5,206468,108361,98107,6099,2962,3137,200328,105377,94951,195545,102965,92580,176432,93528,82904,167357,89070,78287,157883,84381,73502,7362,3658,3704,16534,8191,8343,20410,10040,10370,9075,4458,4617,9474,4689,4785,23514,11735,11779,56146,32307,18431,13876,39070,145000,22357,164252,85052,79200,41550,22952,18598,189122,99603,89519,6071,3204,2867,2065,1089,961,6,3,0,2030,1066,948,2052,6,2017,5301,3888,2004,1876,12039,5803,5305,1379,2689,1797,1955,26619,8795,17353,1387,6026,1347,5213,3509,165971,2490,1248,1241,842,371,439,663,283,334,7663,3869,3794,9767,4934,4833,313,133,139,2839,2085,750,3724,2607,1111,7173,4508,2662,18545,10865,7680,4761,2221,2540,39130,20155,18975,88194,45482,42712,110327,49654,60673,65759,43694,22065,107800,48756,59044,2527,898,1629,70537,135796,80212,28375,646,1249,22255,560,2730,1908,67203,81427,27728,153892,18476,893,32879,57115,23279,33836,205975,80792,125183,61660,57122,59569,55031,57037,57115,3768,761,205975,56748,252,13761,43261,2114,5482,49417,57001,3,56986,56617,13,42838,28394,56909,12,56997,14,56945,0,56906,33442,107,53847,47189,34616,21351,5133,12082,43987,55066,28853,38362,51042,40271,21201,13343,10021,942,2216,14062,231
O-1.6,279365,143967,135398,10114,4971,5143,269205,138972,130233,261346,135081,126265,230409,119850,110559,216709,113095,103614,202636,106264,96372,12011,5994,6017,26785,13128,13657,31681,15514,16167,13700,6755,6945,14073,6831,7242,33607,16669,16938,78118,34103,18440,15663,62610,194786,21923,218528,111060,107468,60035,32492,27543,255311,132028,123283,5674,2938,2734,5743,2988,2755,47,29,6,5641,2931,2710,5721,47,5620,15936,4727,2357,2370,16431,7637,7652,1930,3442,2275,2686,36211,10873,24454,1850,7407,1450,6711,4782,224477,4683,2305,2378,1073,504,553,936,428,494,10572,5304,5268,11435,5902,5533,510,176,294,4961,3405,1556,6867,4418,2449,13334,7783,5551,29185,15792,13393,8709,3729,4980,58540,29458,29082,92820,47998,44822,148209,63746,84463,81838,55937,25901,145080,62673,82407,3129,1072,2056,95534,183724,89121,23119,395,1968,65444,514,3054,1801,83329,115204,31850,207422,25507,1014,45193,73117,26664,46453,279310,96212,183098,77732,73124,75627,71019,73046,73117,3618,990,279310,72559,465,25333,47709,6018,13146,53876,72975,34,72868,70471,144,64705,51431,72931,24,73013,16,72790,0,72954,44942,221,65077,53983,37575,25601,5499,17913,56848,69948,29844,43263,65616,46849,19484,12428,9872,1417,3078,23017,386
O-1.7,196004,102298,93706,6330,3163,3167,189661,99128,90533,184646,96659,87987,164941,86939,78002,156092,82599,73493,146849,78037,68812,7626,3779,3847,17093,8409,8684,20441,10023,10418,8849,4340,4509,9242,4562,4680,22729,11318,11407,53950,27137,15477,11660,39900,137920,18172,164519,84875,79643,30986,17176,13810,181075,94864,86211,3321,1707,1609,2062,1079,958,7,0,0,2035,1068,940,2053,7,2026,5707,4262,2158,2098,10083,4884,4408,1343,2332,1726,1677,21417,6934,13851,1193,4772,1121,3916,2751,163149,2713,1307,1401,789,361,398,714,308,376,7098,3613,3485,8614,4398,4216,354,136,187,2680,1820,844,3727,2465,1254,6855,4161,2683,18468,10383,8082,5170,2335,2832,39083,20032,19048,77449,40217,37232,104575,45939,58636,60086,40853,19233,102428,45181,57247,2147,747,1385,69256,126642,67043,21946,260,1078,33955,387,2377,1044,61910,78442,24536,146723,16216,637,32239,53390,21832,31557,195939,76344,119595,56836,53399,55096,51659,53315,53390,2802,622,195939,53041,246,14024,39283,3781,5528,43985,53278,18,53127,52436,168,43359,32599,53195,7,53275,23,53081,7,53189,30506,139,49488,43478,30820,20718,4749,12705,41408,51435,25159,33577,48225,35833,19885,11830,8333,914,2059,15079,263
O-1.8,274886,139704,135182,10500,5197,5303,264271,134452,129819,256398,130542,125856,224099,114773,109326,209639,107593,102046,195382,100647,94735,12180,5987,6193,27992,13692,14300,33546,16513,17033,14460,7180,7280,14257,6946,7311,32830,16359,16471,76165,31828,17351,14477,65132,188503,21136,196222,98067,98155,77353,41139,36214,245248,126544,118704,7421,3862,3559,6628,3353,3275,37,14,3,6485,3309,3176,6605,36,6463,17841,4491,2240,2245,17427,7679,8289,2114,3638,2501,2827,40163,11531,27816,2123,7719,1519,7677,4395,215187,5071,2457,2613,1029,455,541,1065,458,604,10575,5391,5184,10703,5500,5203,647,249,371,5923,4073,1849,10725,5073,5652,14514,8423,6091,27642,14710,12932,7526,3074,4450,61504,31159,30345,80734,41447,39287,140303,58481,81822,83401,56118,27283,137321,57566,79755,2982,915,2067,95533,179129,77583,19996,601,1628,72484,541,2272,5212,80580,113014,30445,200346,25289,564,48367,71362,25183,46179,271571,90126,181445,75055,71368,73027,69340,71265,71362,3005,676,271571,70653,582,30098,41147,7163,15614,48466,71187,19,70899,70573,314,62428,56859,71052,105,71184,29,70810,0,71125,47380,291,61207,49918,31930,22014,4156,7114,53326,67750,25143,43130,61706,44327,14424,8599,7225,1764,3780,24162,471
O-1.9,296849,149913,146936,9064,4439,4625,287755,145459,142296,280716,141957,138759,252404,127968,124436,239432,121519,117913,226360,115068,111292,10770,5367,5403,24581,12124,12457,29724,14651,15073,12972,6449,6523,13072,6451,6621,33658,16309,17349,80653,40766,22567,18199,57387,212919,26513,238959,118846,120113,56000,30485,25515,264492,137487,127005,6136,3154,2976,4414,2280,2129,10,0,6,4201,2219,1975,4382,10,4171,10717,4430,2180,2245,17447,8407,7918,2032,3770,2519,2729,37505,11725,25017,1772,7838,1581,7238,4562,239783,3522,1762,1753,927,406,482,739,281,403,10475,5248,5227,13354,6693,6661,424,160,204,4202,2906,1287,13071,4386,8683,11446,6925,4521,26376,14920,11456,7984,3664,4320,55594,28274,27320,117245,59117,58128,160849,69554,91295,91149,58215,32931,157721,68463,89258,3126,1085,2036,91352,205403,111500,30417,242,3452,47066,465,3402,11029,92660,122867,36838,221971,25807,886,47948,79616,30073,49543,286943,101903,185040,84794,79630,83094,77930,79487,79616,4177,982,286943,79055,399,24358,55124,5850,11725,61903,79452,3,79334,77643,125,65533,47990,79346,37,79428,37,79268,0,79365,47436,180,73326,62390,46775,29563,5710,22430,60558,76451,38432,48686,72424,55038,28469,17809,12693,1467,2773,20970,334
